$Beit Dagan,,,,,,
,,,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD,Solar
145.854,22.4,,2.1,0,,0
145.861,22.4,,2,0,,0
145.868,22.3,17.1,2.3,0,0,0
145.875,22.2,,2,0,,0
145.882,22.2,,2.7,0,,0
145.889,22.1,,2.2,0,,0
145.896,22.1,,2.2,0,,0
145.903,22,,2,0,,0
145.91,22,,1.8,0,,0
145.917,21.8,,1.6,0,,0
145.924,21.6,,1.7,0,,0
145.931,21.5,,1.5,0,,0
145.938,21.4,,1.6,0,,0
145.944,21.2,,1.8,0,,0
145.951,21.1,,2,0,,0
145.958,21,,2.1,0,,0
145.965,21.1,,2.1,0,,0
145.972,21.1,,2.3,0,,0
145.979,21,,2.2,0,,0
145.986,21,,1.9,0,,0
145.993,20.7,17,1.5,0,0,0
146,20.4,,1.5,0,,0
146.007,20.3,,1.1,0,,0
146.014,20.3,,1.3,0,,0
146.021,20.1,,1.4,0,,0
146.028,20,,1.4,0,,0
146.035,19.9,,1.2,0,,0
146.042,19.7,,1.3,0,,0
146.049,19.6,,1.3,0,,0
146.056,19.5,,1.4,0,,0
146.063,19.3,,1.2,0,,0
146.069,19.1,,1.9,0,,0
146.076,19,,1.8,0,,0
146.083,19,,1.3,0,,0
146.09,19,,1.1,0,,0
146.097,18.8,,1.4,0,,0
146.104,18.8,,1.2,0,,0
146.111,18.9,,0.9,0,,1
146.118,18.8,16.2,1.1,0,4,1
146.125,18.7,,1.2,0,,1
146.132,18.6,,1.1,0,,1
146.139,18.6,,1.1,0,,0
146.146,18.5,,1.2,0,,0
146.153,18.4,,0.5,0,,0
146.16,18.3,,0.7,0,,0
146.167,18.2,,0.8,0,,1
146.174,18.1,,0.9,0,,1
146.181,18,,1.3,0,,0
146.188,18,,1.6,0,,0
146.194,17.9,,1.5,0,,0
146.201,17.9,,1.1,0,,0
146.208,18,,1,0,,0
146.215,18,,0.9,0,,6
146.222,18.1,,0.6,0,,78
146.229,18.5,,0.8,0,,206
146.236,19,,0.7,0,,294
146.243,20,15.4,0.7,0,4,361
146.25,20.7,,0.8,0,,412
146.257,21.1,,1,0,,473
146.264,21.4,,1.7,0,,506
146.271,21.6,,1.6,0,,438
146.278,21.5,,1.6,0,,442
146.285,21.6,,1.3,0,,49
146.292,22.1,,1.9,0,,323
146.299,22.5,,2.5,0,,475
146.306,22.5,,2,0,,334
146.313,22.8,,2.6,0,,647
146.319,23,,2,0,,797
146.326,23.4,,1.9,0,,803
146.333,23.7,,1.8,0,,830
146.34,24,,1.3,0,,843
146.347,24.2,,2.2,0,,842
146.354,24.2,,1.9,0,,845
146.361,24.8,,1.9,0,,850
146.368,24.8,15.2,2.6,0,4,857
146.375,25,,3.7,0,,868
146.382,25.1,,4,0,,865
146.389,25.4,,3.7,0,,890
146.396,25.5,,3.9,0,,899
146.403,25.1,,3.7,0,,911
146.41,25.2,,3.1,0,,920
146.417,25.7,,3.5,0,,927
146.424,25.8,,2.7,0,,926
146.431,26,,2.5,0,,939
146.438,26.3,,2.4,0,,935
146.444,26.6,,2.8,0,,926
146.451,26.9,,2.5,0,,898
146.458,27.2,,3.3,0,,913
146.465,27.3,,4.9,0,,893
146.472,27.2,,4.5,0,,912
146.479,26.6,,4.4,0,,914
146.486,26.6,,4.2,0,,916
146.493,26.8,13.4,4.2,0,2,887
146.5,26.9,,4.4,0,,911
146.507,27.1,,4.3,0,,929
146.514,27,,4.8,0,,919
146.521,27,,5,0,,805
146.528,27.1,,5.6,0,,874
146.535,27.1,,5,0,,860
146.542,26.8,,6,0,,441
146.549,26.4,,5.3,0,,155
146.556,26.4,,5,0,,535
146.563,26.6,,5.5,0,,743
146.569,26.6,,5.5,0,,713
146.576,26,,6,0,,555
146.583,25.8,,5.3,0,,465
146.59,25.9,,4.6,0,,426
146.597,25.6,,4.9,0,,69
146.604,25.9,,4.5,0,,117
146.611,25.8,,5.1,0,,113
146.618,25.7,14.8,5.4,0,5,313
146.625,25.6,,5.5,0,,389
146.632,25.7,,5.4,0,,835
146.639,25.3,,5.2,0,,606
146.646,25,,6,0,,466
146.653,24.8,,5.7,0,,440
146.66,24.7,,5.5,0,,120
146.667,24.6,,4.9,0,,376
146.674,24.5,,5.5,0,,381
146.681,24.3,,4.9,0,,291
146.688,24.2,,4.7,0,,82
146.694,24.5,,4.8,0,,233
146.701,24.4,,4.8,0,,526
146.708,24.4,,4.3,0,,273
146.715,24.4,,4.1,0,,348
146.722,24.3,,4.1,0,,67
146.729,23.8,,5,0,,296
146.736,23.4,,3.8,0,,245
146.743,23.5,16.6,3.7,0,6,289
146.75,23.5,,3,0,,312
146.757,23.3,,3.9,0,,278
146.764,23.1,,3.9,0,,36
146.771,22.9,,3.9,0,,4
146.778,22.6,,4.1,0,,0
146.785,22.4,,4.1,0,,0
146.792,22.3,,4.1,0,,0
146.799,22.2,,3.1,0,,0
146.806,22,,3.2,0,,0
146.813,21.9,,3.3,0,,0
146.819,21.8,,3.5,0,,0
146.826,21.7,,3.7,0,,0
146.833,21.7,,3.5,0,,0
146.84,21.6,,3.5,0,,0
146.847,21.5,,4.1,0,,0
146.854,21.5,,4.1,0,,0
146.861,21.4,,3.4,0,,0
146.868,21.4,17.5,3.5,0,6,0
146.875,21.3,,2.9,0,,0
146.882,21.2,,2.9,0,,0
146.889,21.1,,3.3,0,,0
146.896,21,,2.7,0,,0
146.903,21,,1.7,0,,0
146.91,20.9,,1.9,0,,0
146.917,20.8,,1.4,0,,0
146.924,20.6,,1.4,0,,0
146.931,20.5,,1.6,0,,0
146.938,20.3,,1.7,0,,0
146.944,20.3,,1.4,0,,0
146.951,20.1,,1.6,0,,0
146.958,20,,1.8,0,,0
146.965,20,,1.6,0,,0
146.972,20.1,,1.4,0,,0
146.979,20.1,,1.3,0,,0
146.986,20.1,,1.1,0,,0
146.993,20.1,16.7,1.1,0,5,0
147,20,,1.1,0,,0
147.007,20,,1.2,0,,0
147.014,19.9,,1.2,0,,0
147.021,19.8,,1.1,0,,0
147.028,19.7,,1.4,0,,0
147.035,19.5,,1.5,0,,0
147.042,19.4,,1.2,0,,0
147.049,19.3,,1.2,0,,0
147.056,19.1,,1.1,0,,0
147.063,18.8,,0.9,0,,0
147.069,18.6,,0.9,0,,0
147.076,18.3,,1.1,0,,0
147.083,18.1,,1.5,0,,0
147.09,18.3,,1.7,0,,0
147.097,18.4,,1.5,0,,1
147.104,18.5,,1.5,0,,1
147.111,18.5,,1.5,0,,1
147.118,18.5,15.5,2.4,0,6,1
147.125,18.5,,2,0,,1
147.132,18.4,,2.5,0,,1
147.139,18.5,,2.4,0,,1
147.146,18.4,,1.8,0,,1
147.153,18.3,,1.9,0,,1
147.16,18.2,,1.7,0,,0
147.167,18,,1.2,0,,0
147.174,17.8,,1,0,,0
147.181,17.7,,0.8,0,,0
147.188,17.7,,0.6,0,,0
147.194,17.8,,0.3,0,,1
147.201,17.8,,0.7,0,,1
147.208,17.8,,1.6,0,,1
147.215,17.9,,1,0,,9
147.222,18.1,,0.6,0,,58
147.229,18.5,,0.5,0,,146
147.236,18.9,,0.2,0,,209
147.243,19.3,14.7,0.6,0,6,258
147.25,20,,0.7,0,,292
147.257,20.3,,1.3,0,,336
147.264,20.6,,1,0,,403
147.271,20.9,,1.2,0,,391
147.278,21.6,,1.3,0,,406
147.285,21.9,,1.5,0,,469
147.292,22.3,,0.7,0,,497
147.299,22.1,,1.3,0,,359
147.306,22.5,,1.1,0,,139
147.313,22.9,,1.4,0,,478
147.319,23.2,,1.2,0,,617
147.326,23.5,,1.8,0,,541
147.333,23.6,,2,0,,358
147.34,24,,2.1,0,,668
147.347,24.2,,1.7,0,,651
147.354,24.4,,2.1,0,,721
147.361,24.6,,2.7,0,,693
147.368,24.9,15.9,1.6,0,4,754
147.375,25.3,,2.3,0,,766
147.382,25.5,,1.7,0,,767
147.389,26,,2.5,0,,753
147.396,26.1,,3.2,0,,809
147.403,26,,3,0,,697
147.41,26.1,,3.4,0,,824
147.417,26.3,,3.3,0,,791
147.424,26.2,,4.3,0,,338
147.431,26,,4.9,0,,691
147.438,25.7,,4.7,0,,762
147.444,25.6,,4.3,0,,752
147.451,25.6,,4.7,0,,516
147.458,25.4,,4.6,0,,396
147.465,25.3,,4.5,0,,275
147.472,25.9,,3.9,0,,373
147.479,26.5,,4.1,0,,689
147.486,26.3,,4.8,0,,582
147.493,26.5,17,4.7,0,4,582
147.5,26.5,,4.7,0,,763
147.507,26.9,,4.4,0,,843
147.514,27,,5,0,,838
147.521,26.8,,4.7,0,,854
147.528,27,,5.3,0,,861
147.535,27.1,,4.9,0,,865
147.542,26.9,,5.1,0,,863
147.549,26.8,,5.1,0,,865
147.556,26.6,,4.8,0,,864
147.563,26.9,,5.3,0,,826
147.569,26.5,,5.4,0,,825
147.576,26.6,,5.2,0,,788
147.583,26.5,,4.3,0,,826
147.59,26.5,,5.4,0,,847
147.597,26.6,,5,0,,846
147.604,26.4,,5.1,0,,837
147.611,26.1,,4.8,0,,834
147.618,26.2,17.2,5,0,3,815
147.625,26.1,,4.7,0,,777
147.632,26.3,,5,0,,801
147.639,26.2,,4.4,0,,798
147.646,26.3,,4.2,0,,792
147.653,26.1,,4,0,,781
147.66,25.9,,4.4,0,,765
147.667,25.7,,4.4,0,,750
147.674,25.7,,4.3,0,,739
147.681,25.6,,4.4,0,,726
147.688,25.6,,4.6,0,,705
147.694,25.5,,3.9,0,,683
147.701,25.3,,4.4,0,,659
147.708,25.1,,4,0,,629
147.715,25.1,,3.9,0,,601
147.722,25,,3.8,0,,565
147.729,24.8,,4,0,,524
147.736,24.3,,4.2,0,,462
147.743,24.1,17,4.5,0,1,398
147.75,23.8,,3.9,0,,272
147.757,23.5,,3.8,0,,215
147.764,23.4,,3.6,0,,126
147.771,23.3,,3.2,0,,1
147.778,23.1,,3.2,0,,0
147.785,22.9,,3.4,0,,0
147.792,22.8,,3,0,,0
147.799,22.6,,3.4,0,,0
147.806,22.5,,3.2,0,,0
147.813,22.4,,3.2,0,,0
147.819,22.4,,3.8,0,,0
147.826,22.5,,3.3,0,,0
147.833,22.4,,3.2,0,,0
147.84,22.3,,3.4,0,,0
147.847,22.3,,2.9,0,,0
147.854,22.1,,2.6,0,,0
147.861,22.1,,1.8,0,,0
147.868,22,18.2,1.9,0,2,0
147.875,21.9,,1.7,0,,0
147.882,21.8,,1.1,0,,0
147.889,21.7,,1.8,0,,0
147.896,21.7,,1.3,0,,0
147.903,21.7,,1.5,0,,0
147.91,21.6,,1.5,0,,0
147.917,21.6,,1.4,0,,0
147.924,21.5,,1.1,0,,0
147.931,21.4,,1.3,0,,0
147.938,21.1,,0.9,0,,0
147.944,21,,0.8,0,,0
147.951,21.1,,1.3,0,,0
147.958,21.3,,1.5,0,,1
147.965,21.4,,1.4,0,,2
147.972,21.4,,1.6,0,,1
147.979,21.5,,1.9,0,,1
147.986,21.7,,2.3,0,,2
147.993,21.7,17.9,1.4,0,4,2
148,21.7,,1.7,0,,1
148.007,21.6,,1.3,0,,1
148.014,21.6,,0.6,0,,1
148.021,21.4,,1.3,0,,0
148.028,21.3,,1.7,0,,0
148.035,21.2,,1.7,0,,0
148.042,21.1,,1.4,0,,0
148.049,21,,1.2,0,,0
148.056,20.9,,1.8,0,,0
148.063,20.7,,1.9,0,,1
148.069,20.7,,1.2,0,,1
148.076,20.6,,1.4,0,,1
148.083,20.7,,0.8,0,,1
148.09,20.8,,0.5,0,,1
148.097,20.9,,0.5,0,,1
148.104,21.1,,0.4,0,,1
148.111,21.1,,1.1,0,,1
148.118,21.1,17.5,0.4,0,5,1
148.125,21.2,,0.3,0,,1
148.132,21.4,,0.8,0,,1
148.139,21.4,,1.3,0,,1
148.146,21.4,,0.9,0,,0
148.153,21.5,,0.5,0,,0
148.16,21.5,,1.1,0,,1
148.167,21.6,,1,0,,1
148.174,21.6,,0.7,0,,0
148.181,21.7,,1,0,,0
148.188,21.7,,0.9,0,,0
148.194,21.7,,1.2,0,,0
148.201,21.6,,1.4,0,,0
148.208,21.6,,1.6,0,,0
148.215,21.5,,1.3,0,,0
148.222,21.4,,1,0,,4
148.229,21.4,,1.1,0,,6
148.236,21.5,,1.2,0,,11
148.243,21.5,16.8,1.6,0,5,13
148.25,21.6,,1.3,0,,5
148.257,21.8,,1,0,,9
148.264,22.2,,0.9,0,,52
148.271,22.7,,1.1,0,,367
148.278,23.2,,1.2,0,,422
148.285,23.5,,0.9,0,,453
148.292,23.7,,1.4,0,,474
148.299,23.9,,0.9,0,,488
148.306,24.4,,1,0,,515
148.313,24.2,,1.8,0,,471
148.319,24.4,,1.8,0,,525
148.326,24.6,,1.6,0,,511
148.333,25,,1.2,0,,512
148.34,25.2,,2.3,0,,601
148.347,25.3,,2.2,0,,603
148.354,25.3,,2.6,0,,559
148.361,25.5,,2.5,0,,594
148.368,25.6,17.2,2.8,0,3,660
148.375,25.7,,3,0,,513
148.382,25.9,,2.4,0,,704
148.389,26.1,,2.8,0,,696
148.396,25.8,,2.8,0,,708
148.403,26,,3.4,0,,516
148.41,26,,3.5,0,,737
148.417,26,,3.3,0,,741
148.424,25.9,,3.9,0,,752
148.431,26,,4.1,0,,767
148.438,25.9,,4,0,,746
148.444,26,,3.7,0,,774
148.451,26.5,,4.3,0,,786
148.458,26.4,,3.7,0,,802
148.465,26.6,,2.8,0,,804
148.472,26.9,,4.6,0,,807
148.479,26.7,,4.5,0,,802
148.486,26.6,,3.8,0,,789
148.493,26.9,18.5,3.8,0,2,795
148.5,26.8,,3.9,0,,776
148.507,26.9,,3.7,0,,786
148.514,26.9,,4,0,,776
148.521,27,,4.3,0,,784
148.528,26.9,,4.2,0,,781
148.535,26.8,,3.6,0,,780
148.542,26.9,,3.4,0,,772
148.549,27.1,,3.2,0,,774
148.556,27.4,,4,0,,772
148.563,27.1,,4.2,0,,771
148.569,27,,4.7,0,,762
148.576,26.8,,4.6,0,,759
148.583,26.6,,4.7,0,,756
148.59,26.7,,4.3,0,,751
148.597,26.4,,4.7,0,,752
148.604,26.4,,4.4,0,,743
148.611,26.5,,4.8,0,,742
148.618,26.6,19.3,3.8,0,1,741
148.625,27,,4,0,,723
148.632,27.1,,3.8,0,,713
148.639,27.2,,4,0,,707
148.646,27.5,,3.3,0,,693
148.653,27.5,,4,0,,681
148.66,27.1,,4.5,0,,666
148.667,26.9,,4,0,,649
148.674,26.6,,4.6,0,,611
148.681,26.5,,4.2,0,,599
148.688,26.7,,3.7,0,,586
148.694,26.7,,4.1,0,,574
148.701,26.8,,4,0,,545
148.708,26.4,,4.1,0,,523
148.715,26,,4.8,0,,499
148.722,25.7,,4.7,0,,471
148.729,25.5,,4.5,0,,433
148.736,25.3,,4.3,0,,382
148.743,25.2,19.3,3.5,0,1,319
148.75,25.1,,4.2,0,,258
148.757,24.9,,4.2,0,,189
148.764,24.7,,4.1,0,,103
148.771,24.5,,4,0,,19
148.778,24.3,,3.4,0,,0
148.785,24.2,,3.5,0,,0
148.792,24,,3.1,0,,0
148.799,23.9,,3.4,0,,0
148.806,23.8,,3.1,0,,0
148.813,23.7,,2.4,0,,0
148.819,23.7,,2.1,0,,0
148.826,23.6,,2.4,0,,0
148.833,23.5,,2,0,,0
148.84,23.4,,2.2,0,,0
148.847,23.4,,2.5,0,,0
148.854,23.3,,1.8,0,,0
148.861,23.1,,1.7,0,,0
148.868,23.1,19.8,2.1,0,2,0
148.875,23,,1.6,0,,0
148.882,22.9,,1.9,0,,0
148.889,22.9,,1.8,0,,0
148.896,22.9,,1.6,0,,0
148.903,22.9,,1.5,0,,0
148.91,22.7,,1.1,0,,0
148.917,22.7,,1.1,0,,0
148.924,22.6,,1.1,0,,0
148.931,22.5,,0.8,0,,0
148.938,22.1,,0.8,0,,0
148.944,21.6,,0.5,0,,0
148.951,21.4,,0.4,0,,0
148.958,21.3,,0.5,0,,0
148.965,21.2,,0.5,0,,0
148.972,21.1,,0.6,0,,0
148.979,20.9,,1.1,0,,0
148.986,20.8,,1.4,0,,0
148.993,20.9,18.7,1.4,0,1,0
149,20.9,,1.2,0,,0
149.007,21.2,,0.8,0,,0
149.014,21,,0.6,0,,0
149.021,20.7,,1,0,,0
149.028,20.2,,1.9,0,,0
149.035,20.4,,2.1,0,,1
149.042,20.5,,1.9,0,,0
149.049,20.2,,1.8,0,,1
149.056,20.3,,1.8,0,,1
149.063,20.3,,1.8,0,,0
149.069,20.2,,2.1,0,,0
149.076,20.1,,1.6,0,,0
149.083,20,,1.4,0,,0
149.09,20.2,,2.1,0,,0
149.097,20.2,,2.3,0,,0
149.104,20.1,,2.2,0,,2
149.111,20,,2.1,0,,2
149.118,19.9,17.8,2.5,0,0,1
149.125,19.9,,1.6,0,,1
149.132,19.9,,1.2,0,,0
149.139,19.9,,1.2,0,,0
149.146,19.8,,1.8,0,,0
149.153,19.6,,1.4,0,,0
149.16,19.5,,1.2,0,,0
149.167,19.5,,1.4,0,,0
149.174,19.4,,1.5,0,,0
149.181,19.3,,1.2,0,,0
149.188,19.2,,0.6,0,,0
149.194,19.3,,0.7,0,,0
149.201,19.1,,0.8,0,,0
149.208,19.1,,1.6,0,,1
149.215,19.2,,2.2,0,,3
149.222,19.4,,2.2,0,,13
149.229,19.5,,2.1,0,,21
149.236,19.6,,1.9,0,,39
149.243,19.6,17.4,1.9,0,0,54
149.25,19.7,,1.5,0,,19
149.257,19.9,,1.3,0,,6
149.264,20.1,,1.1,0,,24
149.271,20.1,,0.8,0,,5
149.278,20.3,,0.9,0,,4
149.285,20.4,,0.9,0,,4
149.292,20.5,,0.9,0,,3
149.299,20.7,,1.1,0,,3
149.306,20.8,,1.1,0,,2
149.313,21.2,,1.2,0,,6
149.319,21.8,,0.9,0,,133
149.326,22.4,,0.9,0,,523
149.333,22.8,,1.1,0,,591
149.34,23.5,,1.1,0,,638
149.347,24,,1.7,0,,662
149.354,24.6,,1.2,0,,668
149.361,25.1,,1.4,0,,723
149.368,25.4,19.6,1.5,0,0,730
149.375,25.8,,2,0,,731
149.382,26,,2.1,0,,718
149.389,26.3,,2.8,0,,730
149.396,26.6,,3.1,0,,716
149.403,26.4,,2.9,0,,716
149.41,26.5,,2.4,0,,722
149.417,26.5,,2.3,0,,754
149.424,26.5,,2.5,0,,769
149.431,26.8,,2,0,,788
149.438,27.3,,1.6,0,,801
149.444,27.5,,1.4,0,,804
149.451,28.2,,2,0,,809
149.458,28.6,,2.9,0,,808
149.465,28.5,,2.7,0,,807
149.472,28.5,,2.9,0,,809
149.479,28.5,,2.9,0,,812
149.486,28.7,,3.2,0,,785
149.493,28.8,18.9,3.1,0,0,735
149.5,28.4,,3.5,0,,716
149.507,28,,3.9,0,,770
149.514,28.1,,3.2,0,,808
149.521,28.2,,3.6,0,,819
149.528,28.1,,3.9,0,,819
149.535,28.4,,3.5,0,,821
149.542,28.7,,3.5,0,,821
149.549,28.9,,3.9,0,,817
149.556,28.6,,4,0,,813
149.563,28.6,,4,0,,809
149.569,28.4,,3.9,0,,803
149.576,28.3,,3.6,0,,801
149.583,28.6,,3.5,0,,809
149.59,28.9,,3.8,0,,808
149.597,28.7,,4.8,0,,805
149.604,28.8,,4.7,0,,798
149.611,28.8,,4.9,0,,796
149.618,28.8,20.3,5.5,0,0,786
149.625,28.8,,5.6,0,,779
149.632,29,,5.7,0,,782
149.639,28.7,,5.4,0,,772
149.646,28.8,,5.3,0,,755
149.653,29,,5.6,0,,748
149.66,28.9,,4.6,0,,733
149.667,28.9,,4.8,0,,722
149.674,28.7,,4.6,0,,703
149.681,29.2,,4.4,0,,685
149.688,28.8,,5.5,0,,676
149.694,28.6,,4.3,0,,650
149.701,28.4,,5.1,0,,627
149.708,28.3,,4.9,0,,600
149.715,28.2,,4.5,0,,563
149.722,28.2,,4.4,0,,528
149.729,28,,3.8,0,,489
149.736,27.8,,4.5,0,,441
149.743,27.6,18.6,4,0,0,396
149.75,27.4,,3.7,0,,340
149.757,27.2,,3,0,,285
149.764,27,,2.7,0,,187
149.771,26.9,,2.1,0,,94
149.778,26.9,,1.8,0,,0
149.785,26.7,,1.9,0,,0
149.792,26.6,,1.6,0,,0
149.799,26.4,,1.5,0,,0
149.806,26.2,,1.1,0,,0
149.813,26.1,,1.8,0,,0
149.819,26.1,,2.7,0,,0
149.826,26.1,,3.7,0,,0
149.833,26,,3.6,0,,0
149.84,25.5,,3.7,0,,1
149.847,25.3,,3.6,0,,0
149.854,25.1,,3.3,0,,0
149.861,25,,3.3,0,,0
149.868,24.9,18.1,3.4,0,0,0
149.875,24.9,,3.5,0,,0
149.882,24.8,,3.1,0,,0
149.889,24.7,,2.3,0,,0
149.896,24.5,,1.2,0,,0
149.903,24.2,,1.3,0,,0
149.91,24,,0.9,0,,0
149.917,23.3,,0.7,0,,0
149.924,23.1,,0.5,0,,0
149.931,22.9,,1.2,0,,0
149.938,22.6,,1,0,,0
149.944,22.4,,1.4,0,,0
149.951,22,,1.6,0,,0
149.958,22,,1.9,0,,0
149.965,21.8,,1.4,0,,0
149.972,21.9,,0.9,0,,0
149.979,22.1,,1.7,0,,0
149.986,22.5,,2.6,0,,0
149.993,22.7,16,2.1,0,0,3
150,22.6,,2.6,0,,3
150.007,22.6,,2.1,0,,1
150.014,22.6,,3.3,0,,1
150.021,22.6,,2.5,0,,1
150.028,22.4,,1.3,0,,1
150.035,21.7,,1.2,0,,0
150.042,21.5,,1,0,,0
150.049,21.4,,1.4,0,,0
150.056,21.5,,1.5,0,,0
150.063,21.2,,1.2,0,,0
150.069,21,,0.9,0,,0
150.076,20.9,,1,0,,0
150.083,20.8,,1.4,0,,0
150.09,20.7,,2,0,,0
150.097,20.5,,2.5,0,,0
150.104,20.5,,2.3,0,,0
150.111,20.4,,3,0,,1
150.118,20.4,17.2,1.9,0,0,1
150.125,20.3,,1.7,0,,1
150.132,20.2,,1.7,0,,0
150.139,20.1,,1.2,0,,0
150.146,20,,1.6,0,,0
150.153,19.8,,0.9,0,,0
150.16,19.8,,0.8,0,,0
150.167,19.6,,1.1,0,,0
150.174,19.6,,1.1,0,,0
150.181,19.5,,1.6,0,,0
150.188,19.7,,1.6,0,,0
150.194,19.6,,1.5,0,,0
150.201,19.5,,1.5,0,,0
150.208,19.4,,0.9,0,,0
150.215,19.5,,0.7,0,,5
150.222,19.6,,1,0,,30
150.229,19.9,,0.8,0,,74
150.236,20.4,,1.2,0,,122
150.243,20.9,16.6,1,0,1,172
150.25,21.4,,0.9,0,,221
150.257,22,,0.9,0,,269
150.264,22.1,,0.8,0,,310
150.271,22.6,,0.6,0,,351
150.278,22.9,,0.6,0,,386
150.285,23.5,,0.6,0,,414
150.292,24,,0.9,0,,446
150.299,24.2,,1.2,0,,474
150.306,24.5,,0.9,0,,496
150.313,25,,1,0,,518
150.319,25.3,,0.9,0,,540
150.326,25.7,,0.8,0,,560
150.333,26.3,,0.9,0,,581
150.34,27,,1.1,0,,592
150.347,27.3,,0.8,0,,611
150.354,27.4,,0.9,0,,627
150.361,28,,0.9,0,,646
150.368,28.6,18.4,1,0,0,
150.375,29,,1.4,0,,676
150.382,29.3,,1.4,0,,684
150.389,29.8,,1.4,0,,686
150.396,30.2,,1.3,0,,702
150.403,30.6,,1.4,0,,715
150.41,31,,2.4,0,,728
150.417,31.3,,2.3,0,,726
150.424,30.9,,3.1,0,,733
150.431,30.2,,3.8,0,,737
150.438,30.1,,3.8,0,,743
150.444,29.8,,4.2,0,,747
150.451,29.6,,3.9,0,,749
150.458,29.3,,4.2,0,,758
150.465,29.8,,3.2,0,,763
150.472,30,,2.6,0,,768
150.479,30.4,,3.4,0,,766
150.486,30.3,,3.2,0,,768
150.493,30.4,18.7,2.5,0,0,767
150.5,30.8,,2.5,0,,764
150.507,31.4,,2.7,0,,764
150.514,31.8,,2.7,0,,764
150.521,32,,2.7,0,,764
150.528,31.8,,3.2,0,,761
150.535,32.1,,3.1,0,,759
150.542,32.1,,3.3,0,,760
150.549,31.8,,3.4,0,,756
150.556,32.3,,4.2,0,,752
150.563,32.7,,4.2,0,,747
150.569,33.1,,4.2,0,,741
150.576,33.1,,4,0,,734
150.583,33.3,,4.1,0,,727
150.59,33.2,,6.2,0,,723
150.597,33.3,,5.8,0,,716
150.604,33.7,,5.9,0,,709
150.611,33.5,,6.9,0,,700
150.618,32.8,16.9,6.5,0,0,689
150.625,31.6,,7.2,0,,673
150.632,31.6,,6,0,,663
150.639,31.2,,6.3,0,,653
150.646,31.4,,5.6,0,,635
150.653,31.3,,5.7,0,,613
150.66,31.4,,5.4,0,,588
150.667,31.8,,4,0,,563
150.674,31.7,,6.5,0,,542
150.681,31.6,,7,0,,518
150.688,31.6,,6.2,0,,494
150.694,31.4,,6.5,0,,461
150.701,30.9,,5.9,0,,425
150.708,30.7,,6.1,0,,391
150.715,30.5,,4.6,0,,357
150.722,30.6,,4.5,0,,321
150.729,30.5,,5.5,0,,279
150.736,30.1,,3.8,0,,242
150.743,30,15.4,3.7,0,0,199
150.75,29.9,,4,0,,150
150.757,29.8,,3.9,0,,101
150.764,29.6,,3.3,0,,49
150.771,29.5,,3.6,0,,15
150.778,29.3,,3.7,0,,0
150.785,29.1,,3.7,0,,0
150.792,28.8,,4.1,0,,0
150.799,28.5,,3.4,0,,0
150.806,28.2,,3.4,0,,0
150.813,28,,3.2,0,,0
150.819,27.7,,3.8,0,,0
150.826,27.6,,3.8,0,,0
150.833,27.4,,3.4,0,,0
150.84,27.3,,3.1,0,,0
150.847,27.1,,2.7,0,,0
150.854,26.9,,2.1,0,,0
150.861,27,,2.4,0,,0
150.868,27,16.6,2.3,0,0,0
150.875,27.2,,2.2,0,,0
150.882,27.2,,1.9,0,,0
150.889,27.2,,2,0,,0
150.896,27.4,,2.1,0,,0
150.903,27.4,,2.5,0,,0
150.91,27.2,,2.1,0,,0
150.917,26.8,,1.2,0,,0
150.924,26,,1.2,0,,0
150.931,25.9,,1.5,0,,0
150.938,25.9,,1.8,0,,0
150.944,25.9,,2.3,0,,0
150.951,25.9,,2.1,0,,0
150.958,25.4,,1.7,0,,2
150.965,25.4,,1.9,0,,1
150.972,25.2,,2.8,0,,1
150.979,25,,2.5,0,,0
150.986,24.8,,2.7,0,,0
150.993,24.7,18.3,2.2,0,0,0
151,24.6,,1.5,0,,0
151.007,24.4,,1,0,,0
151.014,23.9,,1.6,0,,0
151.021,23.6,,1.8,0,,0
151.028,23.6,,1.8,0,,0
151.035,23.3,,2.2,0,,0
151.042,23,,2.2,0,,0
151.049,23,,1.7,0,,0
151.056,22.8,,1.6,0,,0
151.063,22.6,,1.9,0,,0
151.069,22.4,,2.3,0,,0
151.076,22.3,,1.6,0,,0
151.083,22.1,,1.9,0,,0
151.09,22,,1.9,0,,0
151.097,21.9,,1.5,0,,0
151.104,21.8,,2.2,0,,0
151.111,21.9,,2.3,0,,0
151.118,21.7,19.5,2.7,0,0,0
151.125,21.7,,2.7,0,,0
151.132,21.7,,3,0,,0
151.139,21.7,,2.4,0,,0
151.146,21.7,,2,0,,0
151.153,21.6,,1.4,0,,0
151.16,21.6,,1.6,0,,0
151.167,21.5,,1.1,0,,0
151.174,21.5,,0.9,0,,0
151.181,21.4,,1.2,0,,0
151.188,21.4,,1,0,,0
151.194,21.3,,1.6,0,,0
151.201,21.2,,1.8,0,,0
151.208,21.2,,2.3,0,,0
151.215,21.5,,1.9,0,,1
151.222,21.6,,0.8,0,,11
151.229,21.8,,1.3,0,,43
151.236,22,,1.6,0,,77
151.243,22.3,18.9,2,0,2,108
151.25,22.7,,2.5,0,,152
151.257,22.8,,3.1,0,,213
151.264,23.1,,2,0,,256
151.271,23.4,,1.8,0,,285
151.278,23.8,,1.8,0,,299
151.285,24.1,,1.3,0,,287
151.292,24.2,,1.7,0,,390
